Hash,signal_id
942804628496630678,143609
1066783055541988580,143245
-621999300550301538,143244
2434022842470993968,143268
-4616091144744930961,143269
-8159354328425603492,143272
7662693426728423614,143270
-2681129092290447265,143243
-997363418077150711,142901
-973585065083154099,143291
-1107436070658509109,143408
7767385391473310981,143284
2939567551044290028,143285
8772854624324684982,143278
-2471777090837269260,143279
-739395242371726054,143340
7768737426233257883,143339
4739161072795164243,143246
-8695618382863257742,142900
-1195226218667034782,143290
-5708068921007506541,143241
-4851052605613816601,143247
-1001914774518632839,143248
-2823361975721983328,143249
3503873682799852263,143250
4153259372471328489,143342
-1159388010308212003,142899
4691644596178055154,143439
8831583844194120854,143316
-5735139072920170110,143242
-8003135041555673239,143267
-916479334008421497,143341
-2890650435269264853,143280
-6747673382867178484,143271
6001753524115381165,143441
-8991667854455466891,143318
-1233337992927918502,143442
-4452020926680652651,143319
7219292081716377624,143625
-1199906033261979459,143656
7307525575611963316,143584
4353828781163486681,143597
9215471954891284506,143672
-4232296117930865995,143671
-5876248393392746490,143598
4462991102799846085,143596
7329241881039315561,143673
7415127524848825275,143599
2856942403559581848,143674
548259479583549756,143600
6897837550236910737,143675
-5778848990432541058,143601
2861012740072608154,143679
8334961666146602743,143605
-8433580868290537774,143582
-1536898911407366187,143621
-6764402361905649440,143581
942517800879875939,143654
-3542751676028980916,143655
-8640855441419113047,143583
-2429959712613291080,143595
1034737372699557872,143670
1283913239510886542,143669
-4608452264096882509,143594
5846031115835403591,143659
1614885060287085365,143587
1333865264644089154,143660
7323973894933451491,143588
-3973459141298554192,143678
-6678595776802461567,143604
5174095777855135649,143676
-5147090778603461511,143661
2400499295613061960,143589
2258389462685399091,143658
-1348548994488337509,143586
-3221823724513256024,143580
7564573518966845388,143620
-1783465840989150030,143579
5385830634416462767,143653
4023992227081512147,143602
4147097943307492497,143677
-1959780275820987467,143603
-1032003545181758597,143657
-3584449581458480650,143585
-7093673132261325460,143652
1296462002207090769,143578
4606801009851551749,143639
-8206535585624920690,143648
7993154746283920314,143643
6899450527144888348,143570
6026368594982536495,143651
-4858454104534689150,143575
-424099294106924072,143647
2052604165335180146,143644
6055744293399831028,143571
-983522697755314052,143649
4407728939094517921,143683
3690353326313633554,143650
-3429380082966320564,143640
-2416064104003765885,143664
5917585495323838880,143645
-6809453306005538352,143572
-8296673165315896578,143667
8291055683159580130,143663
9075423772877719254,143646
-6772548185419619718,143573
1882408841767673242,143665
1489934634504118964,143684
3653363871276720506,143666
-3333357618736643009,143577
1149283174819722571,143590
1706028360633943568,143662
-6715426207911397193,143591
-8409055398882032445,143592
5525502712357515345,143668
-544147400493636911,143593
-3803948920190538266,143627
-675075771419149985,143629
-184484314688002540,143628
-1293928453027310733,143622
-2181717206060558685,143574
6193303614744943306,143624
3233689201474096878,143619
91001423359381933,143606
3467712465689619117,143680
-8554457143339700442,143626
4560314459963643111,143614
-3683793106232245459,143607
-1703481046223266872,143681
-4431961907180015580,143623
7579235255374790428,143576
-7477967139595578504,142966
-9169628495341811930,142973
-5748739709924234210,142974
3669183992806571096,142967
-791960768045109976,142968
8768150779080705570,142969
-2560903139790720161,142970
-4619433802802165174,142971
1361552998079814626,142972
-3063797727523159687,142975
-6710562421114855862,142976
1261437655469969911,142965
-2452650012048412218,142978
7310472849271617219,142985
1035640762032028540,142986
4799400687308019257,142979
1299393425580999631,142980
2923912739204221528,142981
-377159188937974041,142982
668107371577507727,142983
8427273826591977961,142984
7160366469056930027,142987
1982746067958398107,142988
2380822508185401364,142977
-7734798862085398311,143634
7279241278986472767,143632
487673647805503194,143633
1343465676058772435,142994
-4618630144419855080,143315
-4323309713594749636,143314
-5254934575696493409,142995
3719647800398307854,142993
-5926659689319353744,142992
7851756418174086701,143379
-8021689355350613368,143378
-7072657061561537907,143050
1112241670677503381,143051
7519831465012029021,143053
8578182527744852480,143052
8454081746965797909,142896
-2038093424262606969,143192
-8963577492107853741,142895
-5545012993884245800,143191
-2285075273537073611,143437
4109825860231593743,143312
-945476566586976259,142922
3614287978705147700,142892
1725998565873829105,143182
-727840364531246995,143183
4737442104657709475,143370
948498012849051184,142893
3835275323046140049,143184
-1514060819358351368,143185
-1472211965728610150,143371
183595114079152399,142894
270821411440663615,143186
-5694110315072406531,143187
716611834816443673,143372
7422982445133489654,142927
56523378378711008,143188
-4152028149450891368,143563
-2728083963903172722,143360
6515198871880869405,142886
2733673223554284587,143172
-5682163965788132562,143173
542152270798275401,143366
-3074747181053694180,142887
-877402191666157618,143174
-4029091354131268566,143175
-7308807523686599386,143367
-3543879378745826480,142888
-8225093377422777159,143176
-1246501142825350763,143177
5656313538922638803,143368
6065654085794149662,142889
-4109760818474492234,143178
-5671532080436225979,143179
8186898005664812531,143369
-3260558478847503450,142883
7975024315737052569,143166
6471835930146115156,143167
4549915538937734670,143363
-7339983001753398084,142884
-7404933573718358087,143168
-5255551276047722438,143169
7497175849299487094,143364
-5580600344638554801,142885
-2706099054628688113,143170
-2151684912882008339,143171
-6867425049641996930,143365
2256457254431107541,142928
-4279324739859020669,143189
-5434847585860412738,143564
1511254404413221101,143361
906073289486731766,142879
-5296194782244218032,143161
-5491173986281634919,143162
-1163585687583370306,143362
-5232402344173709572,142930
413792804951074843,142937
-2501853556610117195,142938
6403070632373683225,142931
-7511062672207172931,142932
-4284219014935462277,142933
8670853731408518055,142934
3066371773192275114,142935
1464836774579373247,142936
-8480533256035485076,142939
-4896035438868027062,142940
182290693888961652,142929
-1760778941818625581,143562
-1676399424612068794,143561
9103454699800149756,143558
-6482873939524428874,143396
-3225628490904802201,143190
-7103252880484777367,143555
-3369164873912461659,143559
1231182500051925283,143556
-6903273840885529342,143557
-7934412326103249027,143560
-5763523999647797986,143395
1457703849971775643,142875
7174953823311513324,143153
8833088592569629060,143154
-7732084409362313686,143298
-437672706113762327,142876
2002326894020281259,143155
1125219142753651074,143156
-3394716402044896180,143299
6375011367362112183,142877
-8078890754543825952,143157
2824723516190653402,143158
-3738929147202997104,143300
4470289654121039932,142878
-2916246395045815830,143159
7912252098428716591,143160
5251418807475236502,143301
-8422863849807279935,143146
-5934932577153619104,143145
-1098123659051962540,143554
617028539386435858,142891
8188232273033384767,143181
7719382687332051840,143394
-3547773298278213917,142890
-4834179338385589724,143180
520459046481376795,142903
-896168704479311234,142904
755183233274605363,142906
-6571274374790808216,142907
7977540029664647603,143391
-3978972104658326502,143325
7032111463779430269,143392
6974983512540561761,143390
6491813221371052702,142902
1497723812345453357,142905
169673036042579615,143393
-816516131302602101,143147
2405554293735190277,143148
-8234432922900163277,143295
4005018093113104974,143163
-5343164629618015901,143149
-8040207231654456281,143150
-4608317481059557617,143296
4390843037458516114,143164
-2245232798964069110,143151
-3054485452538631334,143152
7586291130036953887,143297
8679130870629399061,143165
-3774310047145197901,142872
4069199716255413280,142880
2128620998305140295,142881
6240426895977085340,142873
6970376610006042357,142874
-9048208439638132169,142882
5964997951327199703,143302
1626503427390785269,143193
3205313923859555185,143401
8787300741787160470,143399
-2493511612374356457,143400
-2732300405272243827,143411
7638380672532687361,143200
6323458748926600054,143199
5894377719028785877,143405
-1191066928489681158,143306
6070350401529984114,143195
8358317886649939533,143194
-3410870255126904673,143406
-4010157862829766752,143304
1447009639726650448,143197
-2982012955656722775,143310
-558283402505368428,143198
1031877255445060951,143404
7846427133037931095,143309
-568753921281398231,143403
2467935273850702653,143303
7726605535810956841,143196
520156186420867638,143402
1209183533457504719,143398
2623631349775658227,143397
-6727742408832827193,143305
21601140249326857,143308
4323109210618764779,143307
8885882114192962532,143687
8815066410350417352,143692
8732642360137455705,143693
-7814162784471692662,143631
6515169674225337415,143689
7482330114149470003,143688
-7611942504125252337,143685
911535542954498640,143691
3906197597090530012,143641
3437318940940468643,143686
7597902473387076479,143630
8235428224733068339,143694
9064639750650825290,143636
5102781285675185742,143637
-2546393185585631167,143697
8872337575566107816,143698
-4534236171499529890,143690
-6095093027416655429,143695
2802429386702460524,143638
-1802008979673270228,143635
7416931359567030346,143642
-4451228530909495085,143696
8660065567173229730,142836
-7071810671392661171,143070
-5226250829147660933,143353
5368039964278708139,142834
11367084382322025,143068
4850351114255321324,143079
824120697376065688,142831
8936529839526921678,143063
7126581649899370921,143076
4930355965760866281,143064
2915606770373452318,142832
2457015082882269898,143065
-8175825597465334251,143077
-9127346638454214770,143066
624005402912550730,142833
1525078949194235563,143067
-2184088954811462144,143078
-1342559480820657258,143320
-5032015654423201901,142835
-2447605399985455501,143069
1459042488560434949,143080
141045369273460108,143487
-1906906906071405010,143486
7063853026854328802,143514
8795979151068517139,143054
-8365813882440604532,142837
584799324092019075,143071
-3452465099703782195,142838
4892458231843129112,143072
2702540150479399460,143081
-5974203271113087857,142839
-7915316792863971697,143073
8540560048096635310,143082
2696504590817663531,143511
296288616766952871,143062
-1395185611670358208,143512
2962654636974402271,143513
-299884783587589965,143498
-1258614445583378022,143497
4261050240069074816,142840
1588773961963347815,143074
6419753848446382586,143084
8796507358915045426,143083
-584618732923745754,143352
-5447802015932246284,142841
1438621085740150546,143075
-7941754908804375769,143085
-1597051241359370644,143321
-872070281903404838,143057
-3514880152263029113,143499
3415750206662055649,143056
2131662318173956684,143501
1753271369329761101,143500
9013868657006692526,143055
-1813050930071202375,143496
-5830926335228820523,143495
-1966370661601003743,143508
-94224629475415322,143061
699692603786450476,143509
7584360365054807599,143510
5969049101215292476,143058
-7036568401402736044,143492
1286936194082907314,143491
255089928622343413,143502
-1369862441375912620,143059
7694001576321694922,143503
-2134808593715037534,143506
4395235907079653999,143494
-7566542403393961135,143493
6852518972625975357,143504
-2444535211611851470,143060
-2900605353981266882,143505
4992079325744916842,143507
-1294151121576364072,143490
2944775695407486781,143485
-4522897932097328890,143488
-3272653368903952436,143489
3901744705893828021,142865
-4387662372514570,143519
-8620252665315172532,143520
-4467811832508073421,143090
5421759367544247630,143091
-2797125134702448185,143516
-6671821475476442290,143515
-965461891826992664,143521
46195318544792753,143088
-463743699560399935,143522
-887456315138649856,143525
6365884835789298030,143518
7612073699719921839,143517
-581251303444037732,143523
-6188996241125291101,143089
-6043425096282862110,143351
-5000633105888328765,143524
925344278981668702,143526
3450698482261906833,143086
-2608565556813828729,143087
5903283084499949859,142844
-8508306430758741470,143094
-7319637333934471128,143096
2044944593217473932,143095
-5189598973021244185,143354
-7704097099255901682,143528
-779137440586186134,143374
-6044219208518663775,143527
6947798730526160109,143373
-1704222827096189098,142842
-1565488635239854246,143092
-7000672628683097577,143097
-3261727260934318939,142843
-6531029771670905333,143093
7151521474558439868,143118
-3434893860292636956,143359
-1319713952365120339,143551
3671155072114142698,143550
-3647311301845563138,142861
4701832258391415263,143125
3429147576608512384,142862
-1481071296692440651,143126
7918535079646609282,142860
-1716099956098515730,143124
3744583230259098566,143116
7676437573782069549,143357
3056738385638542543,143547
3468272708057865363,143546
-4835734388055788446,142857
5011792008913823808,143121
2901772891895568965,142858
-3182569224741633245,143122
-7892829639803140474,143115
-6093847238917678624,143356
-8549880724726261106,143545
-7547920295247358599,143544
-8899393778986687159,142855
4004300522997147600,143119
-1296901760781670516,142856
-4069201646913742813,143120
-7026898283125368999,142859
2670684691042838023,143123
-7117443634578639611,143117
283038765517876915,143358
5091603569692706752,143549
1415185447099067088,143548
-6329062766654879527,143209
8046142963763401097,143211
7396518863952597250,143210
8754733297958853020,143202
-8435795359009936127,143214
6588264554131623858,143203
-941116891017540835,143204
6215534446610654150,143206
6155027071136580001,143205
-6920728276048925387,143207
-3614496638666676632,143208
-537317125855507345,143212
2397859270771925808,143213
1577386505388724111,143201
4611305851514188595,143376
-1084002636978168744,143222
1536851739378855865,143216
1917645996021466545,143215
238356803027244152,143218
4614744943907197317,143217
-5368574769258093909,143220
5253456210038360390,143219
5624105038924647833,143221
1834157582194004052,143350
-1573430256479705311,143311
3726834468964442398,143416
6267679970698330571,143417
-6177893000775261174,143410
2829041500372904020,143415
-5327475472199936900,143414
7958686922725539966,143566
5217434909927328288,143412
-246268708030795045,143426
997874516393330244,143428
8335539380590878456,143429
7386819902146691922,143427
-1188558756623428982,143433
-1225200755252247415,143419
1111724842010235077,143420
6526322886273869546,143421
-5321402190671800273,143567
2388548946958668518,143424
391025183426081825,143422
-7813014032177158751,143432
-9096692947108419845,143375
-2554048537239028655,143425
-5731569042525894035,143413
8789136202061153293,143423
4597088683318782428,143438
9138870476262656045,143431
8463018911387091776,143565
8056328880422299327,143569
-6283738036263129048,143418
3240164531783232575,143436
-5196431496098199762,143435
3356656864284905228,143434
6215933727089857602,143430
-9011608616485468435,143002
-1875660425646207113,143349
-8805464340949346463,143344
6604462334014187524,143343
9121884141112439895,143345
-5555553193041562409,143347
3393809337521611242,143288
2518104887778737498,143346
137355904411226356,143348
-3221831037688578427,143286
-432940214469047440,143287
-52070181366525274,142998
-7886900549788093151,142997
3880679616792239662,142999
5705391106950969898,143380
-3583331777209535709,142996
-6906791538623555522,142866
-5746555230306105872,142989
-558591774007947668,143313
-7422299284712263991,142864
4716560791660420868,143129
359861814870431033,143324
512420463724199691,142863
-2067379247579025832,143128
-2723624197338840783,143323
-1244118882327393107,143322
-620737165156412154,142925
7808508578284022743,142926
8121242097695750077,142923
-5390695108236167107,142924
-3247401833523025214,143568
-3741298800486229403,143338
-6503216941339535631,143326
2346281756308998103,143336
1168881509403541017,143334
-6473309175373328156,143327
7710220415119524181,143407
-4414607264256134160,143238
-8869441415213401434,143240
-5718474352030928401,143332
-569026028810648741,143329
7164572827198193983,143330
-479405393867320614,143331
2182494228683766942,143337
-8807695817336735264,143333
-8447015817122075512,143335
-1715191707102950208,143328
861845160067347007,143127
-7291484003345429353,143482
3134993304666991101,143481
2792793435677443218,143239
-2845003886395619724,143226
-2455420139363187081,143227
-5933351963628881590,143234
-3625041475198688314,143235
5679119544348425352,143236
-5944485286433919105,143233
-5929757818346236281,143231
4079972447769199677,143237
3107325359573438557,143224
-1736841301835215314,143232
-1643257356663165100,143225
5492109545187643092,143228
-6271621427805444162,143229
-744802924947262801,143230
4895309514320053584,143223
-7120110096702122172,142867
459203969999921579,143135
-3553784807956200008,143136
3483528245816529462,142920
-2592697835259701710,142921
-2722139476451730269,142912
-996632782998591504,142916
-382105935128698648,142908
5823468255440303747,142868
-2234837062787918177,143137
3471159953308079366,143138
2790600833967668142,142917
-2374355999176956790,142913
-6805250947054201257,142909
8747543372642324985,142869
-4222008362361087388,143139
-2460074174941047730,143140
-8151247830615275161,142914
-7471376923795556068,142918
-2086549328150372221,142910
4528436758088668507,142870
-6025256590942056735,143141
-3055846181034717165,143142
6900135420303279056,142919
7780843631903082190,142915
7723097097757411740,142911
-5966233166266659490,142871
6934991667202810514,143143
-692361982426684665,143144
8892568223784375144,143132
936893619476072146,143133
-4639865471702644039,143134
-3861491951475876821,143552
-556510391574581458,143130
3505365228797246590,143553
4471353401130050989,143131
2849017187232486398,143618
-7899041261556954879,143617
5217134277404498614,143615
8347685518249248692,143616
273593061961634179,143613
-928110504134144917,143612
-3133913941070838477,143610
-3553730659775386147,143611
2997697412220700095,142851
8887283666285044654,143107
215038507634223988,143108
7743827425855062503,143389
8460821835050901193,142852
6997752472521313563,143111
5370006765666624629,143109
8085236154274500198,143110
7837202105433604821,143530
-4680341414838263936,143529
-6031069806274448551,143535
-1392724744120268616,143098
6657483876615768032,143536
1240990635321247848,143537
4046503673087182912,143532
7333546694506918936,143531
-1732408595849893188,143538
3209152254224534954,143099
9131378418992484988,143539
6530864561719262363,143540
8502685495930016613,142853
4718963404555972829,143112
-5648686791694509594,143113
2685353439852203885,143355
4323068213719844858,142854
-6226408985171342408,143114
1551934922243691203,143534
5463807855954719551,143533
-5773756279835912063,143541
870316924654043134,143100
8329743976893514623,143542
1434964912122690936,143543
-500163185344376960,142846
3185141661633013181,143102
-8844698342365996205,142850
8101708631202922173,143106
-4098865323494106347,142847
-3030422848280853922,143103
-1744781143036444390,142848
-1284331785566785044,143104
7753539813796126113,142845
1891613066782431240,143101
890595337216146255,142849
3986223217453040338,143105
255274263817965500,142825
-5843897579794993717,142990
-5678749436153182296,142826
-6194414981947324361,142991
-4958839558413052345,143377
3176466978696973225,145331
7312357777537850817,145259
-1270955079475809210,145324
-7852206715499293306,145222
-1059077241839138158,145225
-8808432670342305305,145215
1186877060489280462,145274
-6252261900993675880,145217
5612024605629171927,145216
